Filename,Reference Text,Transcribed Text,wer,wer c
common_voice_he_39327152,"מובן שלא בין יהודים כאלה: חופשיים, עמלים, שקטים, ולדעתי גם מאושרים.","מובן שלא בין יהודים כאלה,  חופשים,  עמלים,  שקטים ולדעתי גם מאושרים.",0.2727,0
common_voice_he_39327041,מִן טְבֶרְיָה הָעִיר וְעַד לַדֶּרֶךְ הַצְּדָדִית הַמִּתְרוֹמֶמֶת לְבֵין הֶהָרִים שֶׁבְּתוֹכָם שֶׁכֵּן הַכְּפָר.,מן טבריה העיר ועד לדרך הצדדית המתרוממת  לבין הערים שבתוכם שכן הכפר.,1,0
common_voice_he_38146695,"הִיא הָיְתָה נִרְאֵית כְּיַלְדָּה בַּת תֵּשַׁע, שֶׁזֶּה עַתָּה עָזְבָה אֶת בֵּית הַחוֹלִים.","היא הייתה נראית כילדה בת תשע,  שזה עתה עזבה את בית החולים.",1,0
common_voice_he_40001950,"קבוצת סיעת האיחוד הלאומי וקבוצת סיעת מרצ לפרק יב: חשמל לא נתקבלה""",קבוצת סיעת האיחוד הלאומי וקבוצת סיעת מרץ לפרק יב חשמל לא נתקבלה.,0.25,833
common_voice_he_43281936,ליד כיכר רבין יש את המקום עם הסושי הכי טוב שאכלתי בחיים,ליד כיכר רבין יש את המקום עם הסושה הכי טוב שאכלתי בחיים.,0.1667,833
common_voice_he_39327005,הרי אין דוגמה אחת בעולם לכך שבזמן מיתון הורדת מסים יצרה צמיחה,הרי אין דוגמה אחת בעולם לכך שבזמן מיתון הורדת מיסים יצרה צמיחה.,0.1667,0
common_voice_he_38142090,לך אל החברה שיחזירו לך דמי כרטיס האונייה ושוב למקום שבאת משם,לך אל החברה שהחזירו לך דמי כרטיס האונייה ושוב למקום שבאת משם.,0.1667,833
common_voice_he_39785418,אגיד הסתייגות אחת בפתח תשובתי: תשובתי אינה כוללת את הנושא שהעלית אתה,אגיד הסתייגות אחת בפתח תשובתי.  תשובתי אינה כוללת את הנושא שהעלית עתה.,0.1667,0
common_voice_he_39753166,והם הכול-יכולים והם רשאים לעשות מה שהם רוצים בסילואן ובכלל בעיר ירושלים,והם הכל יכולים והם רשאים לעשות מה שהם רוצים בסילואן ובכלל בעיר ירושלים.,0.25,0
common_voice_he_39753490,פנו אלי סטודנטים מירושלים בשאלה: מדוע אנחנו לא מקבלים את ההנחה המגיעה לנו בארנונה,פנו אליי סטודנטים מירושלים בשאלה מדוע אנחנו  לא מקבלים את ההנחה המגיעה לנו בארנונה.,0.2143,714
common_voice_he_41605180,אנו מזהירים מפני הסכנה שבחפירות המתבצעות לאחרונה מתחת למסגד אל-אקצא לאורך רשת מנהרות,אנו מזהירים מפני הסכנה שבחפירות המתבצעת לאחרונה  מתחת למסגד אל-אקצא לאורך רשת מנהרות.,0.1538,714
common_voice_he_39771198,המגמה הקיימת היא לשחרר מוצרים מפיקוח מחירים מייד כאשר אפשר לעשות כן מבחינה כלכלית,המגמה הקיימת היא לשחרר מוצרים מפיקוח מחירים  מיד כאשר אפשר לעשות כן מבחינה כלכלית.,0.1429,0
common_voice_he_39937161,הפעלת הסמכויות המינהליות באכיפת התקן הביאה לשינוי דרסטי בהתייחסות הרשויות לתוצאות הבדיקה שנעשתה מטעמנו,הפעלת הסמכויות המנהליות באכיפת התקן הביאה לשינוי דרסטי  בהתייחסות הרשויות לתוצאות הבדיקה שנעשתה מטעמנו.,0.1429,714
common_voice_he_43503055,נערכו השתלמויות מורים לשיפור איכות ההוראה ולהטמעת תוכניות לימודים וחומרי למידה עתירי טכנולוגיות עיליות,נערכו השתלמויות מורים לשיפור איכות ההוראה ולהטמעת  תוכניות לימודים וחומרי למידה עתירי טכנולוגיות ידעיות.,0.0714,714
common_voice_he_39785413,גברים חושבים הרבה יותר על האימפריה הרומית מנשים. זה לא הוכחה לאינטליגנציה גבוהה מצדם,גברים חושבים הרבה יותר על האימפריה הרומית מנשים.  זה לא הוכחה לאינטליגנציה גבוהה מצידם.,0.0714,גברים חושבים הרבה יותר על האימפריה הרומית מנשים זה לא הוכחה לאינטליגנציה גבוהה מצידם
common_voice_he_39327200,"וּבְעֵת רַחֲמִים, בֵּין-הַשְּׁמָשׁוֹת",ובעת רחמים בין השמשות,1.3333,0
common_voice_he_41616556,קווי רכבת כמו אשקלון-שדרות-באר-שבע,"קווי רכבת כמו אשקלון, שדרות, באר שבע",1,0
common_voice_he_38283249,הַהַכְנָסָה הַיּוֹתֵר גְּדוֹלָה הִיא מִמְּכִירַת בּוּלִים.,ההכנסה היותר גדולה היא ממכירת בולים.,1,0
common_voice_he_38283250,"אָהַבְתִּי אֶתְכֶם, סַפָּנִים, הַיּוֹצְאִים בְּשִׁיר זֶמֶר תָּמִים","אהבתי אתכם, ספנים היוצאים בשיר זמר תמים.",1,0
common_voice_he_38283253,"אֲנָשִׁים יָצְאוּ מִכָּאן, בִּמְקוֹם סְפּוֹרְטָאִים, בְּעָלֵי חֶשְׁבּוֹן",אנשים יצאו מכאן במקום ספורטאים בעלי חשבון.,1,0
common_voice_he_38883184,עַכְשָׁיו הִיא הִתְחִילָה לִתְפּוֹס מִפְּנֵי מָה הִסְתַּלְּקוּ לָהֶן כָּל שְׁאָר הָעֻובְדּוֹת,עכשיו היא התחילה לתפוס מפני מה הסתלקו להן כל שאר העובדות.,1,0
common_voice_he_38883186,"עָשִׂיתִי כֶּסֶף רַב, וְהִנֵּה, בְּאַחַד הַיָּמִים הָלַךְ כָּל הַכֶּסֶף לַעֲזָאזֵל בְּעֵסֶק בִּישׁ.","עשיתי כסף רב,  והנה באחד הימים הלך כל הכסף לעזאזל בעסק ביש.",1,0
common_voice_he_38094978,אָרְכוּ הַלֵּילוֹת וְקָצְרוּ הַיָּמִים,ארכו הלילות וקצרו הימים.,1,0
common_voice_he_38094981,הַמּוֹרִים לוֹקְחִים כִּרְכָּרוֹת וְנוֹסְעִים לִקְרָאתָם.,המורים לוקחים כרכרות ונוסעים לקראתם.,1,0
common_voice_he_38883685,בְּיוֹם בָּהִיר יָפֶה יָצָאנוּ לְטִיּוּל,ביום בהיר יפה יצאנו לטיול.,1,0
common_voice_he_38883687,עָשָׁן הֵחֵל לְהַחֲנִיקֵנוּ.,עשן החל להחניקנו.,1,0
common_voice_he_38195450,"סַפֵּר, יוֹסִי, אָמַר אֲבִישַׁי","ספר, יוסי, אמר אבישי.",1,0
common_voice_he_38196114,אֵין חֶדֶר פָּנוּי בַּמַּחֲנֶה.,אין חדר פנוי במחנה.,1,0
common_voice_he_38196119,לוּ הָיוּ אַנְשֵׁי הַקְּבוּצָה אוֹכְלִים כָּמוֹהוּ,לו היו אנשי הקבוצה אוכלים כמוהו.,1,0
common_voice_he_38196126,וּכְשֶׁקָּרָאתִי אֶת הָעִיתּוֹן נִמְלָא לִיבִּי יֵיאוּשׁ.,וכשקראתי את העיתון נמלא ליבי ייאוש.,1,0
common_voice_he_41616637,"אוֹמְרִים, יֵשׁ בָּעוֹלָם נְעוּרִים – הֵיכָן נְעוּרַי?","אומרים יש בעולם נעורים, היכן נעורי?",1,0
common_voice_he_41616743,אוּלַי הִיא כּוֹלֶלֶת הֲמוֹן נְטָפִים,אולי היא כוללת המון נטפים.,1,0
common_voice_he_41616808,לָמָּה שֶׁלֹּא תֵּלֵךְ לִישׁוֹן?,למה שלא תלך לישון?,1,0
common_voice_he_41486347,"לוחשים, אומרים: הקואליציה, סיעה, קואליציה, סיעה",לוחשים אומרים הקואליציה סיעה קואליציה סיעה.,1,0
common_voice_he_41486362,עֲטֶ֣רֶת זְ֭קֵנִים בְּנֵ֣י בָנִ֑ים וְתִפְאֶ֖רֶת בָּנִ֣ים אֲבוֹתָֽם׃,"עטרת זקנים בני בנים, ותפארת בנים אבותם.",1,0
common_voice_he_41605178,סֵמֶל אֵינוֹ זָר לַתְּבוּנָה,סמל אינו זר לתבונה.,1,0
common_voice_he_39326813,"אֶפְרַיִם, רוֹצֶה אֲנִי לְהַגִּיד מַשֶּׁהוּ.","אפרים, רוצה אני להגיד משהו.",1,0
common_voice_he_39326816,לֹא יָדַעְנוּ מָה לַעֲשׂוֹת.,לא ידענו מה לעשות.,1,0
common_voice_he_39326817,"רָאִיתִי שֶׁהַכֹּל חַי וְצוֹהֵל לִקְרַאת הַיּוֹם הַזֶּה, הַיּוֹם הָאֶחָד בְּכָל הַחוֹרֶף","ראיתי שהכל חי וצוהל לקראת היום הזה,  היום האחד בכל החורף.",1,0
common_voice_he_39326862,"זָר אֲנִי לָאֲנָשִׁים, אוּלָם קָרוֹב אֲנִי לָאֲדָמָה.","זר אני לאנשים, אולם קרוב אני לאדמה.",1,0
common_voice_he_39326864,תְּנוּ לוֹ לְדַבֵּר לְכָל הָרוּחוֹת,תנו לו לדבר לכל הרוחות.,1,0
common_voice_he_39327038,אַךְ אִישׁ לֹא יַפְנֶה מֶבָּטוֹ אֶל עֶבְרִי.,אך איש לא יפנה מבטו אל עברי.,1,0
common_voice_he_39327040,כָּל שָׁנָה הֵבִיאָה לוֹ פְּרָחִים יְפֵהפִיִּים.,כל שנה הביאה לו פרחים יפהפיים.,1,0
common_voice_he_39327063,זוֹרְחִים עוֹד כּוֹכָבִים,זורחים עוד כוכבים.,1,0
common_voice_he_39327066,"פִּתְאוֹם הִתְעוֹרֵר, כֻּולּוֹ נִפְחָד, כְּשֶׁיָּדוֹ הָאַחַת מְגָרֶדֶת אֶת הֶחָזֶה וְשׁוֹאֵל: מָה הַשָּׁעָה?","פתאום התעורר כולו נפחד כשידו האחת מגרדת את החזה ושואל,  מה השעה?",1,0
common_voice_he_39327068,"אֵין גּוֹיִים בְּאֶרֶץ יִשְׂרָאֵל, אָמַר אַמְנוֹן, ""וְאֵין אָנוּ מְפַחֲדִים מִפְּנֵי גּוֹיִים.""","אין גויים בארץ ישראל, אמר אמנון,  ואין אנו מפחדים מפני גויים.",1,0
common_voice_he_39327096,יֵשׁ חֲכָמִים הַנִּשְׁמָרִים מִסְּמָלִים,יש חכמים הנשמרים מסמלים.,1,0
common_voice_he_39327099,נִכְנַסְנוּ לַמִּסְעָדָה וְאָכַלְנוּ שָׁם אֲרוּחַת בּוֹקֶר.,נכנסנו למסעדה ואכלנו שם ארוחת בוקר.,1,0
common_voice_he_39327100,לְדָנִי קָרְאוּ דִּין דִּין דָּנִי,לדני קראו דין דין דני.,1,0
common_voice_he_39327103,הַמּוֹרִים יוֹצְאִים מִחוּץ לָעִיר וּמְחַפְּשִׂים.,המורים יוצאים מחוץ לעיר ומחפשים.,1,0
common_voice_he_39327105,הוּא פָּגַע רַק בַּבָּשָׂר וְהָעוֹר אֲשֶׁר עָלָיו מוּצָק הָיָה,"הוא פגע רק בבשר, והעור אשר עליו מוצק היה.",1,0
common_voice_he_39327119,כָּל הַמַּחְלָקוֹת חַיָּיבוֹת לָגֶשֶׁת בְּמֶרֶץ לָעֲבוֹדָה וּלְהִשְׁתַּדֵּל בְּכָל הַכּוֹחוֹת לְהַגְדִּיל אֶת חֶלְקָן.,כל המחלקות חייבות לגשת במרץ לעבודה ולהשתדל בכל הכוחות להגדיל את חלקן.,1,0
common_voice_he_39327120,"בִּנְשִׁימָה אַחַת, כְּמוֹ פָּרָה",בנשימה אחת כמו פרה.,1,0
common_voice_he_39327121,סִיפְּרָה שֶאַתָה וּבַת דוֹדְךָ רוֹצִים לִנְסוֹעַ הַבַּיְתָה.,סיפרה שאתה ובת דודך רוצים לנסוע הביתה.,1,0
common_voice_he_39327126,מָצָאנוּ אֶת הַלּוּחַ,מצאנו את הלוח.,1,0
common_voice_he_39327137,"אֵינִי רוֹצֶה, אֵינִי יָכוֹל","איני רוצה, איני יכול.",1,0
common_voice_he_39327151,"הָאָרֶץ, שֶׁעַל יְדֵי חַיִּים כָּאֵלֶּה עוֹמֶדֶת לְהִיבָּנוֹת.",הארץ שעל ידי חיים כאלה עומדת להיבנות.,1,0
common_voice_he_39327196,וּבֶאֱמֶת הָלַכְנוּ וְלֹא יָדַעְנוּ לְאָן.,ובאמת הלכנו ולא ידענו לאן.,1,0
common_voice_he_39327215,"אוֹמְרִים, אַהֲבָה יֵשׁ בָּעוֹלָם – מַה-זֹּאת אַהֲבָה?",אומרים אהבה יש בעולם.  מה זאת אהבה?,1,0
common_voice_he_39327217,אִם לֹא גָמַלְתָּ עָלַי אֶת הַחֶסֶד,"אם לא גמלת עלי את החסד,",1,0
common_voice_he_38078769,רַק הַלְּבָנָה וְהַכּוֹכָבִים הֵאִירוּ אֶת הַדֶּרֶךְ.,רק הלבנה והכוכבים האירו את הדרך.,1,0
common_voice_he_38078770,אַף אִישׁ לֹא זָז מִמְּקוֹמוֹ.,אף איש לא זז ממקומו.,1,0
common_voice_he_38085652,נִלְחֲמוּ בִּי הַיֵּצֶר הַטּוֹב וְהַיֵּצֶר הָרַע.,נלחמו בי היצר הטוב והיצר הרע.,1,0
common_voice_he_38104823,סַפֵּר וּכְתוֹב עַל הַנַעֲשֶׂה אֶצְלְךָ בַּכְּלָל וּבִפְרָט,ספר וכתוב על הנעשה אצלך בכלל ובפרט.,1,0
common_voice_he_38142066,וְעַכְשָיו כְּבָר מִתְקָרְבִים לַסוֹף.,ועכשיו כבר מתקרבים לסוף.,1,0
common_voice_he_38142074,"בָּא הַמּוֹרֶה וְאָמַר, כִּי הַמַּחְלָקָה יָצְאָה לְטִיּוּל עִם הַמּוֹרֶה.",בא המורה ואמר כי המחלקה יצאה לטיול עם המורה.,1,0
common_voice_he_38142085,אֵין הוּא זוֹחֵל כִּי אִם מְרַקֵּד,אין הוא זוחל כי אם מרקד.,1,0
common_voice_he_38142086,בָּרוּר שֶׁבִּדְרָכִים רְגִילוֹת לֹא נַשִּׂיג אֶת הָאֶמְצָעִים לַחֲפִירַת בְּאֵר,ברור שבדרכים רגילות  לא נשיג את האמצעים לחפירת באר.,1,0
common_voice_he_38142096,"לֹא תַצְמִיחַ לֹא דֶשֶׁא, לֹא עֵץ","לא תצמיח,  לא דשא, לא עץ.",1,0
common_voice_he_38146667,עֵינָיו הִבְרִיקוּ וּלְשׁוֹנוֹ הִסְתַּבְּכָה בְּפִיו.,עיניו הבריקו  ולשונו הסתבכה בפיו.,1,0
common_voice_he_38146703,אוּלַי יֵשׁ לוֹ מַה לְּהַגִּיד!,אולי יש לו מה להגיד.,1,0
common_voice_he_39753165,רַבּוֹת הָיוּ הָאַכְזָבוֹת,רבות היו האכזבות.,1,0
common_voice_he_39753244,הַנָּשִׁים כְּבָר הָיוּ מְלֵאוֹת יְלָדִים חֲדָשִׁים.,הנשים כבר היו מלאות ילדים חדשים.,1,0
common_voice_he_39753480,"הַמִכְתָב נִכְתָב, כְּפִי שֶכַּתָבָתִי בְּרֹאשוֹ, בְּשָעָה כָּזוֹ מְאוּחֶרֶת","המכתב נכתב, כפי שכתבתי בראשו, בשעה כזו מאוחרת.",1,0
common_voice_he_39753491,"הָלַכְנוּ, הִסְתַּכַּלְנוּ בַּטֶּבַע הַיָּפָה עַד שֶׁהִגַּעְנוּ לַמּוֹרָד.",הלכנו הסתכלנו בטבע היפה עד שהגענו למורד.,1,0
common_voice_he_39753587,לַמָתַי עָלֶיךָ לִהְיוֹת מוּכָן לַבְּחִינוֹת?,למתי עליך להיות מוכן לבחינות?,1,0
common_voice_he_39753650,בְּאַחַד הַיָּמִים יָצָא הַקָּצִין.,באחד הימים יצא הקצין,1,0
common_voice_he_39771261,זֶה הָיָה מַשְׁדֵּר.,זה היה משדר.,1,0
common_voice_he_39778670,"הַאִם כְּבָר חָלַף מֵהָעוֹלָם שִׁלְטוֹנוֹ שֶׁל אָדָם בְּאָדָם, אוֹ שִׁלְטוֹנוֹ שֶׁל עַם בְּעַם?",האם כבר חלף מהעולם שלטונו של אדם באדם או שלטונו של עם בעם?,1,0
common_voice_he_39785442,זֶה מִקְרֶה שֶׁעָלוּל לִקְרוֹת לְכָל אָדָם בְּכָל עֵת,זה מקרה שעלול לקרות לכל אדם בכל עת.,1,0
common_voice_he_41066673,"מתנהלת בפומבי, בבית-משפט, בדלתיים פתוחות",מתנהלת בפומבי בבית משפט בדלתיים פתוחות.,0.8,0
common_voice_he_41616788,ראשון-לציון ואשדוד ישלמו פחות; ירושלים,"ראשון לציון ואשדוד ישלמו פחות, ירושלים.",0.8,0
common_voice_he_38196118,אֵינִי יוֹדַעַת מִשוּם מָה – קניתי אותו בְּאוֹתוֹ רֶגַע.,איני יודעת משום מה קניתי אותו באותו רגע.,0.7778,0
common_voice_he_40978560,"בן-גוריון עשה אותו מעל החאן"" הירושלמי""",בן גוריון עשה אותו מעל החאן הירושלמי.,0.6667,0
common_voice_he_40001947,המשמעות היא שאי-אפשר להכניס מצלמות לבית-ספר,המשמעות היא שאי אפשר להכניס מצלמות לבית ספר.,0.6667,0
common_voice_he_40001962,"ונופלים קסאמים"", והתשובה היא: ""קסאמים שמסאמים""",ונופלים קסאמים  והתשובה היא קסאמים שמסאמים.,0.6667,0
common_voice_he_39831379,"אני כשלעצמי רוצה לעבוד, ללמוד, להתקדם בשפה העברית","אני, כשלעצמי, רוצה לעבוד ללמוד להתקדם בשפה העברית.",0.625,0
common_voice_he_42487979,שילדים קטנים ובני-נוער צורכים סמים,שילדים קטנים ובני נוער צורכים סמים.,0.6,0
common_voice_he_41019419,"למשל, והבן-אדם בכלל מתעלם מהבקשה","למשל, והבן אדם בכלל מתעלם מהבקשה.",0.6,0
common_voice_he_39771115,יושב פה יושב-ראש ועדת הכלכלה,יושב פה יושב ראש ועדת הכלכלה.,0.6,0
common_voice_he_39785397,"בצפון-אפריקה, שמשתנים ממש לנגד עינינו",בצפון אפריקה שמשתנים ממש לנגד עינינו.,0.6,0
common_voice_he_39785514,להשקיע בכביש חוצה-שומרון זה בסדר,להשקיע בכביש חוצה שומרון זה בסדר.,0.6,0
common_voice_he_39937156,אי-אפשר לשחרר אסירים מהצד הזה,אי אפשר לשחרר אסירים מהצד הזה.,0.6,0
common_voice_he_39937282,"שבית-חולים ברזילי מסכן חיי אדם""",שבית חולים ברזילי מסכן חיי אדם.,0.6,0
common_voice_he_40001948,תוך אימוץ מדיניות כלכלית-חברתית צודקת,תוך אימוץ מדיניות כלכלית חברתית צודקת.,0.6,0
common_voice_he_41617133,"והעוזרים לידו, דורית ואג, סיגל קוגוט",והעוזרים לידו דורית ואג סיגל קוגוט.,0.5,0
common_voice_he_41605200,כי אי-אפשר לגמור עם; אי-אפשר להכניע עם שלם בכוח הכדורים וברצח ובהרג,"כי אי אפשר לגמור עם,  אי אפשר להכניע עם שלם בכוח הכדורים וברצח ובהרג.",0.5,0
common_voice_he_41605204,המנהיג הלובי מועמר קדאפי ידוע בעמדותיו,"המנהיג הלובי, מועמר קדאפי, ידוע בעמדותיו.",0.5,0
common_voice_he_39327184,יפה מאוד,יפה מאוד.,0.5,0
common_voice_he_38142088,אתה איתי.,אתה איתי,0.5,0
common_voice_he_39753131,לא בתל-אביב ולא בחיפה ולא בערים,לא בתל אביב ולא בחיפה ולא בערים.,0.5,0
common_voice_he_39753246,שעם אדם ממוצא פלסטיני אי-אפשר להתחתן,שעם אדם ממוצא פלסטיני אי אפשר להתחתן.,0.5,0
common_voice_he_39771319,"למעט פג אחד או יילוד אחד שהועבר לבית-החולים שניידר"" בפתח-תקווה""",למעט פג אחד או יילוד אחד שהועבר לבית החולים שניידר בפתח תקווה.,0.5,0
common_voice_he_39778673,"כמובן, למפלגות, וכמובן הגבלת שליטה זרה",כמובן למפלגות וכמובן הגבלת שליטה זרה.,0.5,0
common_voice_he_39778709,"כי, לצערי, העורף כבר נהפך לחזית",כי לצערי העורף כבר נהפך לחזית.,0.5,0
common_voice_he_39785447,מקום המבנה נבחר על-ידי עיריית ירושלים,מקום המבנה נבחר על ידי עיריית ירושלים.,0.5,0
common_voice_he_40001970,האיש יודע שאי-אפשר לעשות טרנספר לערבים,האיש יודע שאי אפשר לעשות טרנספר לערבים.,0.5,0
common_voice_he_41616770,בשדרות רחמנא ליצלן - אולי תיתנו להם פעם תשובה,"בשדרות, רחמנא ליצלן, אולי תיתנו להם פעם תשובה?",0.4444,0
common_voice_he_40630794,שבארצות-הברית למשל יש בחינה פעם אחת בשנה,שבארצות הברית למשל יש בחינה פעם אחת בשנה.,0.4286,0
common_voice_he_43503033,כחמשת אלפים פועלים מכפר-כנא ומהסביבה נזקקים לשירותיה,כחמשת אלפים פועלים מכפר כנא ומהסביבה נזקקים לשירותיה.,0.4286,0
common_voice_he_41605162,אולי באמת נתחיל מהנתונים הלא-קלים בנושא הזה,אולי באמת נתחיל מהנתונים הלא קלים בנושא הזה.,0.4286,0
common_voice_he_40001967,וביקשתי הצעה לסדר-היום לגבי המקרה של היום,וביקשתי הצעה לסדר היום לגבי המקרה של היום.,0.4286,0
common_voice_he_39350850,גם הורדו טיפוליו לרמת קופת-חולים,גם הורדו טיפוליו לרמת קופת חולים.,0.4,0
common_voice_he_40972202,שישולם לטובת הקרן לשיקום ים-המלח,שישולם לטובת הקרן לשיקום ים המלח.,0.4,0
common_voice_he_38078778,"אני הייתי שם, באמריקה שלך",אני הייתי שם באמריקה שלך.,0.4,0
common_voice_he_39753458,שנמצא בעבודה באפריקה או בארצות-הברית,שנמצא בעבודה באפריקה או בארצות הברית.,0.4,0
common_voice_he_39771209,נצטרך גם למצוא מסגרות חוץ-ביתיות,נצטרך גם למצוא מסגרות חוץ ביתיות.,0.4,0
common_voice_he_39778677,אנחנו אולי רגילים לנסיגה חד-צדדית,אנחנו אולי רגילים לנסיגה חד צדדית.,0.4,0
common_voice_he_39785444,היא לא יכולה להיכנס לבתי-הספר,היא לא יכולה להיכנס לבתי הספר.,0.4,0
common_voice_he_39918069,אני שונא את טיק טוק,אני שונא את טיק-טוק.,0.4,0
common_voice_he_41616760,מה ששמעתי ומה שקיבלנו - ההחלטה של בית-המשפט,מה ששמעתי ומה שקיבלנו – ההחלטה של בית המשפט.,0.375,0
common_voice_he_39771179,בצומת יגור למרגלות הר הכרמל יש משתלת פרחים,"בצומת יגור, למרגלות הר הכרמל, יש משתלת פרחים.",0.375,0
common_voice_he_39831345,אז אי-אפשר לקבל איזו הוראה שמגיעה מעבר לים,אז אי אפשר לקבל איזו הוראה שמגיעה מעבר לים.,0.375,0
common_voice_he_39937162,לגבי ההסתייגות העיקרית - אני חושב שאין מקום,"לגבי ההסתייגות העיקרית, אני חושב שאין מקום.",0.375,0
common_voice_he_42402440,הוא אמר: אני מחלק צ'קים פתוחים,הוא אמר אני מחלק צ'קים פתוחים.,0.3333,0
common_voice_he_41616557,יהדות התורה מציעה שינוי במדיניות הכלכלית-החברתית,יהדות התורה מציעה שינוי במדיניות הכלכלית החברתית.,0.3333,0
common_voice_he_40067778,נחקר במשך כשעה ובסיומה שוחרר לדרכו,"נחקר במשך כשעה, ובסיומה  שוחרר לדרכו.",0.3333,0
common_voice_he_39750877,אבל היות שהיו שינויים בסדר-היום הם היו חייבים לעזוב,אבל היות שהיו שינויים בסדר היום הם היו חייבים לעזוב.,0.3333,0
common_voice_he_40972200,הוא יגיד: אני נפגע תאונת דרכים,"הוא יגיד, אני נפגע תאונת דרכים.",0.3333,0
common_voice_he_40612852,"מאיפה הוא בא, מה תפיסת עולמו",מאיפה הוא בא? מה תפיסת עולמו?,0.3333,0
common_voice_he_40978609,ואם היה תורנו היום להגיש אי-אמון,ואם היה תורנו היום להגיש אי אמון?,0.3333,0
common_voice_he_40909699,"החשיבות ההיסטורית הלאומית, התרבותית, וגם החינוכית","החשיבות ההיסטורית הלאומית, התרבותית וגם החינוכית.",0.3333,0
common_voice_he_41616687,ואז יגידו: איך אפשר לצאת מעזה,ואז יגידו איך אפשר לצאת מעזה.,0.3333,0
common_voice_he_41616762,אז אני אומר: ההצעה היא הצעה,"אז אני אומר, ההצעה היא הצעה.",0.3333,0
common_voice_he_41605196,"כדי שבבוא העת, כאשר יתבררו העובדות",כדי שבבוא העת כאשר יתבררו העובדות.,0.3333,0
common_voice_he_41605213,בדרך כלל אומרים: מה המציעים מציעים,בדרך כלל אומרים מה המציעים מציעים.,0.3333,0
common_voice_he_39326830,"אני אסיים בעוד תוכנית סאטירית, ריאלית",אני אסיים בעוד תוכנית סאטירית ריאלית.,0.3333,0
common_voice_he_39642806,"מגיעים לתוצאות, ומגיעים לתוצאות טובות ומעולות",מגיעים לתוצאות ומגיעים לתוצאות טובות ומעולות.,0.3333,0
common_voice_he_39884492,הרי הוא צמח בשכונה ד' בבאר-שבע,הרי הוא צמח בשכונה ד' בבאר שבע.,0.3333,0
common_voice_he_38078772,כמה צעיר אתה!,כמה צעיר אתה.,0.3333,0
common_voice_he_38118878,רוצָה להיות חופשית?,רוצה להיות חופשית?,0.3333,0
common_voice_he_39753209,אני חוזר ואומר: לא מיכאל איתן,"אני חוזר ואומר, לא מיכאל איתן.",0.3333,0
common_voice_he_39753571,"נכים וכו', לא פוגעים בתגמולי המילואים",נכים וכו' לא פוגעים בתגמולי המילואים.,0.3333,0
common_voice_he_39753626,אז היית יכול לומר: שגיתי במקרו-כלכלה,אז היית יכול לומר שגיתי במקרו-כלכלה.,0.3333,0
common_voice_he_39753651,ואני יכול לתת לךְ הרבה דוגמאות,ואני יכול לתת לך הרבה דוגמאות.,0.3333,0
common_voice_he_39753657,ואז אולי האויב יבין שבכוח אי-אפשר,ואז אולי האויב יבין שבכוח אי אפשר.,0.3333,0
common_voice_he_39771113,"בעניין הזה, מדברים מדי כמה חודשים",בעניין הזה מדברים מדי כמה חודשים.,0.3333,0
common_voice_he_39771142,"עבירות שחיתות, אפשר לדגול בנושא הזה",עבירות שחיתות אפשר לדגול בנושא הזה.,0.3333,0
common_voice_he_39831341,מזהירים אותך: חייבים להבטיח מנגנון צמיחה,"מזהירים אותך, חייבים להבטיח מנגנון צמיחה.",0.3333,0
common_voice_he_39831378,לא יהיו תקלות בדרך - אבל בכל הטווח המקובל,"לא יהיו תקלות בדרך, אבל בכל הטווח המקובל.",0.3333,0
common_voice_he_39937268,"המצב שמצטייר הוא כאילו הצפון לא שייך להודנה"" משום-מה""",המצב שמצטייר הוא כאילו הצפון לא שייך להודנה משום מה.,0.3333,0
common_voice_he_39937278,"שהיא גדולה, ללא שום התחשבנויות קטנות",שהיא גדולה ללא שום התחשבנויות קטנות.,0.3333,0
common_voice_he_40001966,ההצבעה תיערך כך: מי שמצביע בעד,ההצבעה תיערך כך מי שמצביע בעד.,0.3333,0
common_voice_he_39642809,הדין של ירושלים לא ייחרץ על-ידי קבוצה פרובוקטיבית ומתוסכלת זו,הדין של ירושלים לא ייחרץ על ידי קבוצה פרובוקטיבית ומתוסכלת זו.,0.3,0
common_voice_he_39753656,לא נעשה כלום והנה עכשיו אני הולך לקדם ולעשות; לא,"לא נעשה כלום, והנה עכשיו אני הולך לקדם ולעשות.  לא!",0.3,0
common_voice_he_39771233,הוועדה המייעצת תקבע עורכי-דין הראויים ומתאימים לכהונה כבורר בבוררות חובה,הוועדה המייעצת תקבע עורכי דין הראויים  ומתאימים לכהונה כבורר בבוררות חובה.,0.3,0
common_voice_he_39897722,והערכים היקרים הם: דע מה למעלה ממך,והערכים היקרים הם דע מה למעלה ממך.,0.2857,0
common_voice_he_41616807,הוא אמר: אני לא משתתף במערכת הבחירות,"הוא אמר, אני לא משתתף במערכת הבחירות.",0.2857,0
common_voice_he_41486384,הבנקים אמרו: אנחנו מוכנים להסדיר זאת בעצמנו,"הבנקים אמרו, אנחנו מוכנים להסדיר זאת בעצמנו.",0.2857,0
common_voice_he_41605177,התגלו סגולותיו כמארג שנחשף אט-אט; יפי תוארו,"התגלו סגולותיו כמארג שנחשף אט-אט,  יפי תוארו.",0.2857,0
common_voice_he_41605211,אז ירושלים שואלת בצדק: למה לא אני,"אז ירושלים שואלת בצדק, למה לא אני?",0.2857,0
