Filename	Background file	Start point (s)	SNR
common_voice_he_39658854.mp3	noise-free-sound-0290.wav	20.46	5.83
common_voice_he_39658855.mp3	noise-free-sound-0348.wav	22.95	2.69
common_voice_he_39658856.mp3	noise-sound-bible-0075.wav	18.47	1.72
common_voice_he_39658857.mp3	noise-free-sound-0813.wav	69.20	5.77
common_voice_he_39658866.mp3	noise-sound-bible-0045.wav	48.51	1.46
common_voice_he_39658867.mp3	noise-free-sound-0055.wav	31.77	4.58
common_voice_he_39658868.mp3	noise-free-sound-0651.wav	49.93	2.97
common_voice_he_39658869.mp3	noise-free-sound-0594.wav	39.29	1.01
common_voice_he_39658870.mp3	noise-free-sound-0480.wav	0.24	2.70
common_voice_he_39658881.mp3	noise-free-sound-0451.wav	37.87	2.13
common_voice_he_39658882.mp3	noise-free-sound-0161.wav	72.20	0.40
common_voice_he_39658883.mp3	noise-free-sound-0504.wav	34.16	5.91
common_voice_he_39658884.mp3	noise-free-sound-0552.wav	44.15	1.81
common_voice_he_39658885.mp3	noise-free-sound-0165.wav	13.26	4.68
common_voice_he_39659129.mp3	noise-free-sound-0433.wav	10.19	3.31
common_voice_he_39659130.mp3	noise-free-sound-0370.wav	55.94	3.39
common_voice_he_39659131.mp3	noise-free-sound-0064.wav	82.76	3.64
common_voice_he_39659132.mp3	noise-free-sound-0840.wav	6.14	4.11
common_voice_he_39659134.mp3	noise-free-sound-0725.wav	6.10	3.99
common_voice_he_39659139.mp3	noise-free-sound-0109.wav	30.83	2.85
common_voice_he_39659140.mp3	noise-free-sound-0233.wav	15.40	0.72
common_voice_he_39659141.mp3	noise-free-sound-0594.wav	12.62	5.79
common_voice_he_39659142.mp3	noise-free-sound-0110.wav	28.61	3.92
common_voice_he_39659143.mp3	noise-free-sound-0728.wav	102.47	4.31
common_voice_he_39659650.mp3	noise-free-sound-0430.wav	32.83	5.33
common_voice_he_39659793.mp3	noise-free-sound-0497.wav	33.80	1.91
common_voice_he_39659794.mp3	noise-free-sound-0567.wav	29.55	0.44
common_voice_he_39659795.mp3	noise-free-sound-0818.wav	4.17	3.85
common_voice_he_39659796.mp3	noise-free-sound-0340.wav	6.80	0.08
common_voice_he_39659797.mp3	noise-free-sound-0348.wav	39.59	5.85
common_voice_he_39666438.mp3	noise-free-sound-0710.wav	23.13	2.93
common_voice_he_39666439.mp3	noise-free-sound-0301.wav	77.84	1.75
common_voice_he_39666440.mp3	noise-free-sound-0504.wav	37.85	0.83
common_voice_he_39666441.mp3	noise-free-sound-0605.wav	28.34	1.16
common_voice_he_39666442.mp3	noise-free-sound-0743.wav	24.33	0.54
common_voice_he_39666453.mp3	noise-free-sound-0232.wav	0.22	0.90
common_voice_he_39666454.mp3	noise-free-sound-0301.wav	54.80	1.13
common_voice_he_39666455.mp3	noise-free-sound-0472.wav	54.66	4.38
common_voice_he_39666456.mp3	noise-free-sound-0842.wav	69.66	2.34
common_voice_he_39666457.mp3	noise-free-sound-0102.wav	47.34	5.28
common_voice_he_39666458.mp3	noise-free-sound-0293.wav	29.10	3.80
common_voice_he_39666459.mp3	noise-free-sound-0184.wav	19.56	0.20
common_voice_he_39666460.mp3	noise-free-sound-0497.wav	247.50	3.75
common_voice_he_39666461.mp3	noise-sound-bible-0060.wav	17.11	5.02
common_voice_he_39666462.mp3	noise-free-sound-0581.wav	30.39	2.48
common_voice_he_39666471.mp3	noise-free-sound-0064.wav	36.45	0.15
common_voice_he_39666472.mp3	noise-free-sound-0824.wav	25.84	4.01
common_voice_he_39666473.mp3	noise-free-sound-0551.wav	12.02	3.13
common_voice_he_39666474.mp3	noise-free-sound-0699.wav	86.02	1.73
common_voice_he_39666475.mp3	noise-free-sound-0784.wav	9.76	2.67
common_voice_he_39666476.mp3	noise-free-sound-0788.wav	18.24	2.09
common_voice_he_39666477.mp3	noise-free-sound-0248.wav	33.91	2.66
common_voice_he_39666478.mp3	noise-free-sound-0336.wav	10.12	2.15
common_voice_he_39666479.mp3	noise-free-sound-0572.wav	56.00	1.23
common_voice_he_39666567.mp3	noise-free-sound-0324.wav	27.87	0.28
common_voice_he_39666568.mp3	noise-free-sound-0804.wav	42.53	0.29
common_voice_he_39666569.mp3	noise-free-sound-0155.wav	29.73	5.56
common_voice_he_39666570.mp3	noise-free-sound-0216.wav	24.76	2.76
common_voice_he_39666571.mp3	noise-free-sound-0278.wav	20.88	0.46
common_voice_he_39666583.mp3	noise-free-sound-0726.wav	6.20	0.39
common_voice_he_39666585.mp3	noise-free-sound-0340.wav	10.59	4.89
common_voice_he_39666586.mp3	noise-free-sound-0298.wav	14.41	3.40
common_voice_he_39666588.mp3	noise-free-sound-0153.wav	52.91	4.81
common_voice_he_39666589.mp3	noise-free-sound-0451.wav	9.53	3.53
common_voice_he_39666650.mp3	noise-free-sound-0740.wav	42.54	4.03
common_voice_he_39666651.mp3	noise-free-sound-0110.wav	2.93	2.35
common_voice_he_39666652.mp3	noise-free-sound-0544.wav	24.21	2.78
common_voice_he_39666653.mp3	noise-free-sound-0262.wav	21.76	4.13
common_voice_he_39666654.mp3	noise-free-sound-0261.wav	82.11	2.59
common_voice_he_39666660.mp3	noise-free-sound-0494.wav	7.01	3.46
common_voice_he_39666661.mp3	noise-free-sound-0278.wav	13.30	2.78
common_voice_he_39666662.mp3	noise-free-sound-0592.wav	10.43	0.37
common_voice_he_39666663.mp3	noise-free-sound-0454.wav	34.44	3.96
common_voice_he_39666664.mp3	noise-free-sound-0055.wav	35.08	2.99
common_voice_he_39666665.mp3	noise-free-sound-0335.wav	4.88	5.48
common_voice_he_39666666.mp3	noise-free-sound-0131.wav	1.97	5.92
common_voice_he_39666667.mp3	noise-free-sound-0623.wav	15.21	2.46
common_voice_he_39666668.mp3	noise-free-sound-0322.wav	18.68	2.50
common_voice_he_39666670.mp3	noise-free-sound-0067.wav	33.47	1.10
common_voice_he_39666671.mp3	noise-free-sound-0707.wav	27.56	2.37
common_voice_he_39666672.mp3	noise-free-sound-0256.wav	22.40	5.94
common_voice_he_39666673.mp3	noise-free-sound-0761.wav	12.51	5.24
common_voice_he_39666678.mp3	noise-sound-bible-0076.wav	46.68	3.45
common_voice_he_39666679.mp3	noise-free-sound-0681.wav	72.64	3.67
common_voice_he_39666680.mp3	noise-free-sound-0443.wav	0.45	3.45
common_voice_he_39666681.mp3	noise-free-sound-0256.wav	6.64	3.55
common_voice_he_39666682.mp3	noise-free-sound-0244.wav	25.81	5.95
common_voice_he_39666683.mp3	noise-free-sound-0709.wav	25.93	4.95
common_voice_he_39666684.mp3	noise-free-sound-0728.wav	1.62	4.10
common_voice_he_39666685.mp3	noise-free-sound-0504.wav	2.45	0.85
common_voice_he_39666686.mp3	noise-free-sound-0001.wav	25.45	3.18
common_voice_he_39666687.mp3	noise-free-sound-0055.wav	24.43	0.60
common_voice_he_39666700.mp3	noise-free-sound-0384.wav	25.70	5.64
common_voice_he_39666702.mp3	noise-free-sound-0101.wav	9.57	4.72
common_voice_he_39666704.mp3	noise-free-sound-0042.wav	125.98	2.70
common_voice_he_39666706.mp3	noise-free-sound-0792.wav	6.26	1.47
common_voice_he_39666707.mp3	noise-free-sound-0234.wav	62.97	2.59
common_voice_he_39666708.mp3	noise-free-sound-0795.wav	14.73	2.78
common_voice_he_39666709.mp3	noise-sound-bible-0045.wav	1.95	3.56
common_voice_he_39666710.mp3	noise-free-sound-0594.wav	16.05	1.07
common_voice_he_39666711.mp3	noise-free-sound-0384.wav	94.43	1.80
common_voice_he_39666727.mp3	noise-free-sound-0340.wav	8.77	2.24
common_voice_he_39666728.mp3	noise-free-sound-0698.wav	2.52	4.51
common_voice_he_39666729.mp3	noise-free-sound-0784.wav	27.22	0.96
common_voice_he_39666730.mp3	noise-free-sound-0086.wav	33.59	6.00
common_voice_he_39666731.mp3	noise-free-sound-0249.wav	24.93	2.29
common_voice_he_39666760.mp3	noise-sound-bible-0076.wav	38.01	2.13
common_voice_he_39666761.mp3	noise-free-sound-0269.wav	30.25	5.44
common_voice_he_39666762.mp3	noise-free-sound-0459.wav	3.12	4.62
common_voice_he_39666763.mp3	noise-free-sound-0235.wav	57.56	5.05
common_voice_he_39666764.mp3	noise-free-sound-0262.wav	16.09	4.09
common_voice_he_39666765.mp3	noise-free-sound-0792.wav	30.34	0.47
common_voice_he_39666766.mp3	noise-free-sound-0248.wav	44.18	1.89
common_voice_he_39666767.mp3	noise-free-sound-0593.wav	1.12	5.29
common_voice_he_39666768.mp3	noise-free-sound-0842.wav	165.36	3.73
common_voice_he_39666769.mp3	noise-free-sound-0035.wav	24.63	4.13
common_voice_he_39666772.mp3	noise-free-sound-0818.wav	25.29	4.81
common_voice_he_39666774.mp3	noise-free-sound-0494.wav	6.48	5.72
common_voice_he_39666776.mp3	noise-free-sound-0430.wav	43.51	5.18
common_voice_he_39666778.mp3	noise-free-sound-0041.wav	35.24	5.24
common_voice_he_39666780.mp3	noise-free-sound-0151.wav	39.57	4.45
common_voice_he_39666999.mp3	noise-free-sound-0605.wav	2.62	5.50
common_voice_he_39667000.mp3	noise-free-sound-0552.wav	12.10	0.97
common_voice_he_39667001.mp3	noise-free-sound-0726.wav	36.37	4.36
common_voice_he_39667002.mp3	noise-free-sound-0795.wav	26.37	5.37
common_voice_he_39667003.mp3	noise-free-sound-0733.wav	22.87	3.69
common_voice_he_39667004.mp3	noise-free-sound-0442.wav	3.25	2.10
common_voice_he_39667005.mp3	noise-free-sound-0002.wav	21.88	4.95
common_voice_he_39667006.mp3	noise-free-sound-0184.wav	10.34	3.75
common_voice_he_39667007.mp3	noise-free-sound-0733.wav	22.33	3.16
common_voice_he_39667008.mp3	noise-free-sound-0398.wav	17.30	3.68
common_voice_he_39667009.mp3	noise-free-sound-0239.wav	0.53	5.54
common_voice_he_39667010.mp3	noise-free-sound-0173.wav	86.13	1.38
common_voice_he_39667011.mp3	noise-free-sound-0646.wav	10.11	2.12
common_voice_he_39667012.mp3	noise-free-sound-0644.wav	83.70	4.72
common_voice_he_39667013.mp3	noise-free-sound-0272.wav	29.91	5.70
common_voice_he_39667016.mp3	noise-free-sound-0828.wav	48.70	3.40
common_voice_he_39667018.mp3	noise-free-sound-0699.wav	41.93	0.73
common_voice_he_39667020.mp3	noise-free-sound-0165.wav	4.72	5.26
common_voice_he_39667023.mp3	noise-free-sound-0623.wav	25.05	3.90
common_voice_he_39667025.mp3	noise-free-sound-0293.wav	14.41	4.11
common_voice_he_39667029.mp3	noise-free-sound-0725.wav	24.74	0.32
common_voice_he_39667030.mp3	noise-free-sound-0102.wav	69.16	1.29
common_voice_he_39667031.mp3	noise-free-sound-0671.wav	36.64	5.94
common_voice_he_39667032.mp3	noise-free-sound-0102.wav	49.92	4.66
common_voice_he_39667033.mp3	noise-free-sound-0840.wav	44.53	3.37
common_voice_he_39667195.mp3	noise-free-sound-0247.wav	11.54	3.53
common_voice_he_39667196.mp3	noise-free-sound-0308.wav	32.53	1.49
common_voice_he_39667202.mp3	noise-free-sound-0819.wav	60.69	2.79
common_voice_he_39667934.mp3	noise-free-sound-0504.wav	43.72	2.59
common_voice_he_39667935.mp3	noise-free-sound-0732.wav	18.69	3.38
common_voice_he_39667936.mp3	noise-free-sound-0644.wav	60.28	4.07
common_voice_he_39667937.mp3	noise-free-sound-0600.wav	23.09	4.72
common_voice_he_39667938.mp3	noise-sound-bible-0060.wav	39.38	5.26
common_voice_he_39667942.mp3	noise-free-sound-0282.wav	26.97	1.93
common_voice_he_39667943.mp3	noise-free-sound-0076.wav	52.96	3.72
common_voice_he_39667945.mp3	noise-free-sound-0677.wav	92.97	1.18
common_voice_he_39667946.mp3	noise-free-sound-0684.wav	97.42	5.12
common_voice_he_39667948.mp3	noise-free-sound-0646.wav	21.90	3.26
common_voice_he_39668150.mp3	noise-free-sound-0795.wav	21.31	2.48
common_voice_he_39668151.mp3	noise-free-sound-0489.wav	24.63	2.55
common_voice_he_39668152.mp3	noise-free-sound-0160.wav	24.75	5.37
common_voice_he_39669399.mp3	noise-free-sound-0824.wav	4.09	0.07
common_voice_he_39669400.mp3	noise-free-sound-0290.wav	6.97	4.67
common_voice_he_39669401.mp3	noise-free-sound-0066.wav	18.37	5.86
common_voice_he_39669402.mp3	noise-free-sound-0042.wav	260.51	3.48
common_voice_he_39669403.mp3	noise-free-sound-0251.wav	16.43	1.73
common_voice_he_39669414.mp3	noise-free-sound-0439.wav	15.84	3.27
common_voice_he_39669415.mp3	noise-free-sound-0661.wav	20.34	1.77
common_voice_he_39669416.mp3	noise-sound-bible-0049.wav	28.60	5.59
common_voice_he_39669417.mp3	noise-free-sound-0504.wav	18.26	3.04
common_voice_he_39669418.mp3	noise-free-sound-0770.wav	18.72	0.16
common_voice_he_39673662.mp3	noise-free-sound-0165.wav	14.07	2.97
common_voice_he_39673663.mp3	noise-free-sound-0784.wav	8.18	2.27
common_voice_he_39673664.mp3	noise-free-sound-0598.wav	13.00	3.89
common_voice_he_39673665.mp3	noise-free-sound-0598.wav	44.74	1.85
common_voice_he_39673666.mp3	noise-sound-bible-0049.wav	31.93	3.83
common_voice_he_39673672.mp3	noise-free-sound-0474.wav	9.82	5.71
common_voice_he_39673673.mp3	noise-free-sound-0031.wav	6.31	4.22
common_voice_he_39673674.mp3	noise-free-sound-0288.wav	44.24	4.15
common_voice_he_39673675.mp3	noise-free-sound-0241.wav	24.86	4.29
common_voice_he_39673676.mp3	noise-free-sound-0708.wav	35.37	5.23
common_voice_he_39673764.mp3	noise-free-sound-0261.wav	1.03	0.04
common_voice_he_39673765.mp3	noise-free-sound-0442.wav	36.39	5.87
common_voice_he_39673766.mp3	noise-free-sound-0142.wav	27.67	5.72
common_voice_he_39673767.mp3	noise-free-sound-0102.wav	31.50	0.24
common_voice_he_39673768.mp3	noise-free-sound-0698.wav	30.12	0.15
common_voice_he_39675811.mp3	noise-free-sound-0247.wav	53.95	5.64
common_voice_he_39675812.mp3	noise-free-sound-0324.wav	15.77	4.01
common_voice_he_39675813.mp3	noise-free-sound-0076.wav	31.38	3.70
common_voice_he_39675814.mp3	noise-free-sound-0280.wav	44.79	2.42
common_voice_he_39675815.mp3	noise-free-sound-0441.wav	8.36	4.34
common_voice_he_39675829.mp3	noise-free-sound-0030.wav	47.82	5.97
common_voice_he_39675830.mp3	noise-free-sound-0661.wav	11.01	5.86
common_voice_he_39675831.mp3	noise-free-sound-0248.wav	22.95	1.45
common_voice_he_39675832.mp3	noise-free-sound-0064.wav	59.00	5.25
common_voice_he_39675833.mp3	noise-free-sound-0270.wav	41.75	3.00
common_voice_he_39675839.mp3	noise-sound-bible-0045.wav	25.37	0.23
common_voice_he_39675840.mp3	noise-free-sound-0227.wav	6.93	0.29
common_voice_he_39675841.mp3	noise-free-sound-0066.wav	6.52	1.69
common_voice_he_39675842.mp3	noise-free-sound-0254.wav	48.55	1.49
common_voice_he_39675843.mp3	noise-free-sound-0598.wav	16.37	1.69
common_voice_he_39675849.mp3	noise-free-sound-0232.wav	20.71	0.78
common_voice_he_39675850.mp3	noise-free-sound-0384.wav	167.36	2.13
common_voice_he_39675851.mp3	noise-free-sound-0600.wav	22.89	1.36
common_voice_he_39675852.mp3	noise-free-sound-0293.wav	21.59	1.25
common_voice_he_39675853.mp3	noise-free-sound-0497.wav	156.54	0.95
common_voice_he_39675864.mp3	noise-free-sound-0836.wav	35.22	0.29
common_voice_he_39675865.mp3	noise-free-sound-0567.wav	34.32	0.65
common_voice_he_39675866.mp3	noise-free-sound-0649.wav	13.51	2.23
common_voice_he_39675868.mp3	noise-free-sound-0048.wav	81.80	0.33
common_voice_he_39675870.mp3	noise-free-sound-0235.wav	85.35	1.29
common_voice_he_39675878.mp3	noise-free-sound-0249.wav	17.21	0.92
common_voice_he_39675879.mp3	noise-free-sound-0066.wav	39.34	2.23
common_voice_he_39675880.mp3	noise-free-sound-0234.wav	27.56	2.33
common_voice_he_39675891.mp3	noise-free-sound-0324.wav	14.30	4.22
common_voice_he_39675978.mp3	noise-free-sound-0454.wav	30.49	1.49
common_voice_he_39675980.mp3	noise-free-sound-0282.wav	6.31	5.16
common_voice_he_39675982.mp3	noise-free-sound-0804.wav	54.44	2.59
common_voice_he_39675984.mp3	noise-free-sound-0288.wav	8.71	5.01
common_voice_he_39675986.mp3	noise-free-sound-0474.wav	29.67	4.87
common_voice_he_39675987.mp3	noise-free-sound-0304.wav	22.47	0.54
common_voice_he_39676097.mp3	noise-free-sound-0251.wav	12.11	4.00
common_voice_he_39676098.mp3	noise-free-sound-0475.wav	31.43	2.87
common_voice_he_39676099.mp3	noise-free-sound-0130.wav	14.16	2.16
common_voice_he_39676100.mp3	noise-free-sound-0243.wav	14.69	4.45
common_voice_he_39676101.mp3	noise-free-sound-0494.wav	3.67	3.67
common_voice_he_39676107.mp3	noise-free-sound-0433.wav	13.01	1.78
common_voice_he_39676108.mp3	noise-free-sound-0649.wav	22.93	0.15
common_voice_he_39676109.mp3	noise-free-sound-0335.wav	21.91	3.96
common_voice_he_39676110.mp3	noise-free-sound-0836.wav	26.67	4.90
common_voice_he_39676111.mp3	noise-sound-bible-0083.wav	53.85	0.96
common_voice_he_39676112.mp3	noise-free-sound-0433.wav	25.37	2.04
common_voice_he_39676113.mp3	noise-free-sound-0269.wav	24.12	5.35
common_voice_he_39676114.mp3	noise-sound-bible-0083.wav	39.05	2.12
common_voice_he_39676115.mp3	noise-free-sound-0121.wav	36.28	5.08
common_voice_he_39676116.mp3	noise-free-sound-0114.wav	62.56	5.41
common_voice_he_39676122.mp3	noise-free-sound-0740.wav	19.09	1.45
common_voice_he_39676123.mp3	noise-free-sound-0348.wav	44.67	3.98
common_voice_he_39676124.mp3	noise-free-sound-0446.wav	23.80	2.11
common_voice_he_39676125.mp3	noise-free-sound-0234.wav	27.65	5.12
common_voice_he_39676126.mp3	noise-free-sound-0681.wav	18.71	5.38
common_voice_he_39676127.mp3	noise-free-sound-0504.wav	36.29	0.33
common_voice_he_39676128.mp3	noise-free-sound-0254.wav	29.38	5.43
common_voice_he_39676129.mp3	noise-free-sound-0560.wav	178.70	4.35
common_voice_he_39676130.mp3	noise-free-sound-0636.wav	16.82	4.97
common_voice_he_39676131.mp3	noise-free-sound-0497.wav	3.04	1.29
common_voice_he_39676673.mp3	noise-free-sound-0324.wav	6.04	0.14
common_voice_he_39676674.mp3	noise-free-sound-0154.wav	23.93	2.13
common_voice_he_39676675.mp3	noise-free-sound-0012.wav	1.84	4.41
common_voice_he_39676676.mp3	noise-free-sound-0384.wav	8.75	3.78
common_voice_he_39676677.mp3	noise-free-sound-0106.wav	96.74	1.33
common_voice_he_39677265.mp3	noise-free-sound-0531.wav	28.70	3.36
common_voice_he_39677266.mp3	noise-free-sound-0086.wav	1.71	3.09
common_voice_he_39677267.mp3	noise-free-sound-0383.wav	17.49	3.18
common_voice_he_39677268.mp3	noise-free-sound-0382.wav	37.82	2.20
common_voice_he_39677269.mp3	noise-free-sound-0729.wav	128.64	2.50
common_voice_he_39677281.mp3	noise-free-sound-0155.wav	62.37	2.23
common_voice_he_39677282.mp3	noise-free-sound-0567.wav	22.12	3.96
common_voice_he_39677283.mp3	noise-free-sound-0287.wav	54.93	0.51
common_voice_he_39677284.mp3	noise-free-sound-0239.wav	29.68	0.91
common_voice_he_39677285.mp3	noise-free-sound-0606.wav	14.84	3.19
common_voice_he_39677286.mp3	noise-free-sound-0442.wav	17.71	0.73
common_voice_he_39677287.mp3	noise-free-sound-0677.wav	65.09	5.10
common_voice_he_39677288.mp3	noise-free-sound-0732.wav	11.91	2.02
common_voice_he_39677289.mp3	noise-free-sound-0055.wav	34.50	5.88
common_voice_he_39677290.mp3	noise-free-sound-0474.wav	29.42	1.29
common_voice_he_39677291.mp3	noise-free-sound-0177.wav	77.49	0.84
common_voice_he_39677292.mp3	noise-free-sound-0287.wav	6.45	1.57
common_voice_he_39677293.mp3	noise-free-sound-0322.wav	26.67	4.42
common_voice_he_39677294.mp3	noise-sound-bible-0059.wav	42.31	4.14
common_voice_he_39677295.mp3	noise-free-sound-0606.wav	80.11	4.40
common_voice_he_39677296.mp3	noise-free-sound-0290.wav	21.27	1.79
common_voice_he_39677297.mp3	noise-free-sound-0239.wav	33.29	4.28
common_voice_he_39686282.mp3	noise-free-sound-0677.wav	16.40	3.80
common_voice_he_39686283.mp3	noise-free-sound-0546.wav	59.88	0.58
common_voice_he_39686284.mp3	noise-free-sound-0442.wav	41.60	3.41
common_voice_he_39686285.mp3	noise-free-sound-0086.wav	18.79	3.88
common_voice_he_39686286.mp3	noise-free-sound-0551.wav	20.72	3.21
common_voice_he_39686292.mp3	noise-free-sound-0119.wav	27.26	0.79
common_voice_he_39686293.mp3	noise-free-sound-0270.wav	292.91	5.84
common_voice_he_39686294.mp3	noise-free-sound-0262.wav	1.54	3.09
common_voice_he_39686295.mp3	noise-free-sound-0086.wav	0.30	5.72
common_voice_he_39686296.mp3	noise-free-sound-0454.wav	17.52	3.56
common_voice_he_39686302.mp3	noise-free-sound-0551.wav	14.94	3.73
common_voice_he_39686303.mp3	noise-free-sound-0733.wav	0.91	1.11
common_voice_he_39686304.mp3	noise-free-sound-0381.wav	23.64	1.45
common_voice_he_39686305.mp3	noise-free-sound-0244.wav	92.73	0.37
common_voice_he_39686306.mp3	noise-free-sound-0110.wav	23.99	2.06
common_voice_he_39686312.mp3	noise-free-sound-0504.wav	28.12	3.60
common_voice_he_39686313.mp3	noise-free-sound-0723.wav	4.91	0.27
common_voice_he_39686314.mp3	noise-sound-bible-0076.wav	40.63	3.13
common_voice_he_39686315.mp3	noise-free-sound-0729.wav	91.79	5.35
common_voice_he_39686316.mp3	noise-sound-bible-0044.wav	20.24	1.24
common_voice_he_39686372.mp3	noise-free-sound-0161.wav	3.74	3.77
common_voice_he_39686373.mp3	noise-free-sound-0269.wav	36.08	0.05
common_voice_he_39686374.mp3	noise-free-sound-0235.wav	50.42	3.21
common_voice_he_39686375.mp3	noise-free-sound-0156.wav	85.07	0.95
common_voice_he_39686376.mp3	noise-free-sound-0110.wav	2.85	2.85
common_voice_he_39686382.mp3	noise-free-sound-0472.wav	62.45	2.73
common_voice_he_39686383.mp3	noise-free-sound-0340.wav	27.17	1.78
common_voice_he_39686384.mp3	noise-free-sound-0042.wav	301.40	5.16
common_voice_he_39686385.mp3	noise-free-sound-0700.wav	35.58	0.07
common_voice_he_39686386.mp3	noise-free-sound-0160.wav	13.51	3.34
common_voice_he_39686635.mp3	noise-free-sound-0606.wav	79.28	0.58
common_voice_he_39686637.mp3	noise-sound-bible-0083.wav	3.18	3.79
common_voice_he_39686639.mp3	noise-free-sound-0568.wav	20.21	4.68
common_voice_he_39686640.mp3	noise-free-sound-0158.wav	41.18	4.45
common_voice_he_39686641.mp3	noise-free-sound-0241.wav	46.06	4.77
common_voice_he_39686652.mp3	noise-free-sound-0160.wav	9.68	3.01
common_voice_he_39686653.mp3	noise-free-sound-0709.wav	11.21	1.93
common_voice_he_39686655.mp3	noise-free-sound-0153.wav	63.15	1.24
common_voice_he_39686657.mp3	noise-free-sound-0770.wav	2.40	1.22
common_voice_he_39686659.mp3	noise-free-sound-0728.wav	24.79	0.17
common_voice_he_39686706.mp3	noise-free-sound-0568.wav	81.98	4.28
common_voice_he_39686707.mp3	noise-free-sound-0841.wav	62.16	2.30
common_voice_he_39686708.mp3	noise-free-sound-0048.wav	247.81	5.79
common_voice_he_39686709.mp3	noise-free-sound-0593.wav	23.47	4.54
common_voice_he_39686710.mp3	noise-free-sound-0012.wav	28.67	1.98
common_voice_he_39686716.mp3	noise-free-sound-0770.wav	17.96	1.92
common_voice_he_39686718.mp3	noise-free-sound-0819.wav	29.25	0.70
common_voice_he_39686720.mp3	noise-free-sound-0370.wav	53.40	2.05
common_voice_he_39686722.mp3	noise-sound-bible-0054.wav	5.48	2.06
common_voice_he_39686724.mp3	noise-free-sound-0699.wav	107.81	5.16
common_voice_he_39686741.mp3	noise-free-sound-0813.wav	33.15	5.57
common_voice_he_39686742.mp3	noise-free-sound-0647.wav	9.52	1.48
common_voice_he_39686743.mp3	noise-sound-bible-0075.wav	1.86	1.83
common_voice_he_39686744.mp3	noise-free-sound-0247.wav	35.42	4.79
common_voice_he_39686745.mp3	noise-free-sound-0114.wav	89.47	3.23
common_voice_he_39686756.mp3	noise-free-sound-0348.wav	19.30	3.84
common_voice_he_39686757.mp3	noise-free-sound-0254.wav	58.09	4.24
common_voice_he_39686758.mp3	noise-free-sound-0598.wav	43.01	0.77
common_voice_he_39686759.mp3	noise-free-sound-0710.wav	0.08	4.83
common_voice_he_39686760.mp3	noise-free-sound-0552.wav	16.70	4.14
common_voice_he_39686761.mp3	noise-free-sound-0055.wav	13.65	0.15
common_voice_he_39686762.mp3	noise-free-sound-0141.wav	113.53	1.90
common_voice_he_39686763.mp3	noise-free-sound-0795.wav	35.32	3.19
common_voice_he_39686764.mp3	noise-free-sound-0280.wav	15.10	0.91
common_voice_he_39686765.mp3	noise-free-sound-0644.wav	82.21	1.69
common_voice_he_39687540.mp3	noise-free-sound-0436.wav	32.45	4.14
common_voice_he_39693884.mp3	noise-free-sound-0322.wav	23.66	4.82
common_voice_he_39693885.mp3	noise-free-sound-0728.wav	111.07	5.54
common_voice_he_39693886.mp3	noise-free-sound-0430.wav	56.34	0.60
common_voice_he_39693887.mp3	noise-free-sound-0606.wav	70.51	1.60
common_voice_he_39693888.mp3	noise-free-sound-0454.wav	6.19	0.53
common_voice_he_39693889.mp3	noise-free-sound-0457.wav	23.82	1.54
common_voice_he_39697767.mp3	noise-free-sound-0137.wav	11.84	0.08
common_voice_he_39697768.mp3	noise-free-sound-0568.wav	74.02	5.95
common_voice_he_39697769.mp3	noise-free-sound-0308.wav	42.27	5.46
common_voice_he_39697770.mp3	noise-free-sound-0707.wav	35.62	2.34
common_voice_he_39697771.mp3	noise-free-sound-0278.wav	18.48	5.54
common_voice_he_39750876.mp3	noise-free-sound-0640.wav	13.10	1.75
common_voice_he_39750877.mp3	noise-free-sound-0073.wav	21.02	1.14
common_voice_he_39750878.mp3	noise-free-sound-0792.wav	10.08	5.82
common_voice_he_39750879.mp3	noise-free-sound-0270.wav	106.63	1.41
common_voice_he_39750880.mp3	noise-free-sound-0086.wav	7.05	0.35
common_voice_he_39750933.mp3	noise-free-sound-0256.wav	1.67	5.76
common_voice_he_39750934.mp3	noise-sound-bible-0076.wav	48.07	1.52
common_voice_he_39750935.mp3	noise-free-sound-0261.wav	53.31	1.05
common_voice_he_39750936.mp3	noise-free-sound-0677.wav	101.96	2.77
common_voice_he_39750937.mp3	noise-free-sound-0370.wav	50.92	5.33
common_voice_he_39752362.mp3	noise-free-sound-0086.wav	42.16	2.73
common_voice_he_39752363.mp3	noise-free-sound-0430.wav	20.00	1.57
common_voice_he_39752364.mp3	noise-free-sound-0699.wav	72.80	1.93
common_voice_he_39752365.mp3	noise-sound-bible-0075.wav	25.72	0.80
common_voice_he_39752366.mp3	noise-free-sound-0247.wav	22.41	1.76
common_voice_he_39752367.mp3	noise-sound-bible-0060.wav	10.55	0.63
common_voice_he_39752368.mp3	noise-free-sound-0130.wav	3.99	2.56
common_voice_he_39752369.mp3	noise-free-sound-0184.wav	13.57	1.77
common_voice_he_39752370.mp3	noise-free-sound-0251.wav	25.47	3.04
common_voice_he_39752371.mp3	noise-free-sound-0382.wav	44.66	5.37
common_voice_he_39752372.mp3	noise-free-sound-0459.wav	2.53	2.03
common_voice_he_39752373.mp3	noise-free-sound-0151.wav	31.74	4.49
common_voice_he_39752374.mp3	noise-free-sound-0640.wav	20.77	1.59
common_voice_he_39752375.mp3	noise-free-sound-0671.wav	43.88	5.46
common_voice_he_39752376.mp3	noise-free-sound-0173.wav	86.06	3.50
common_voice_he_39752377.mp3	noise-free-sound-0141.wav	27.47	0.88
